2017-04-30,1493481600,,,
J5901658,P201,911,0000,10.80
J5901658,P201,922,0000,35.00
J5901658,P201,923,0000,67.00
J5901658,P201,936,0000,7.10
J6000230,P202,911,0000,0.10
J6000230,P205,911,0000,0.00
J6000230,P202,923,0000,0.00
J6000230,P202,936,0000,20.60
J5601064,P001,923,0000,0.00
J5601064,P001,936,0000,21.00
J5601064,P002,923,0000,0.00
J5601064,P002,936,0000,21.10
J5601064,P003,923,0000,0.00
J5601064,P003,936,0000,20.90
J5901658,P201,948,0000,148548.00
J5901658,P201,959,0000,53.00
J6000230,P202,948,0000,0.00
J6000230,P202,959,0000,23.70
J5901658,P201,911,0006,10.90
J5901658,P201,922,0006,34.00
J5901658,P201,923,0006,69.00
J5901658,P201,936,0006,7.20
J6000230,P202,911,0006,0.00
J6000230,P205,911,0006,0.00
J5901658,P201,911,0012,10.90
J5901658,P201,922,0012,34.00
J5901658,P201,923,0012,69.00
J5901658,P201,936,0012,7.20
J6000230,P202,911,0012,0.00
J6000230,P205,911,0012,0.00
J5901658,P201,922,0015,34.00
J5901658,P201,923,0015,70.00
J5901658,P201,936,0015,7.20
J6000230,P202,923,0015,0.00
J6000230,P202,936,0015,20.60
J5601064,P001,923,0015,0.00
J5601064,P001,936,0015,21.00
J5601064,P002,923,0015,0.00
J5601064,P002,936,0015,21.00
J5601064,P003,923,0015,0.00
J5601064,P003,936,0015,20.90
J5901658,P201,911,0018,10.20
J5901658,P201,922,0018,34.00
J5901658,P201,923,0018,72.00
J5901658,P201,936,0018,7.20
J6000230,P202,911,0018,0.00
J6000230,P205,911,0018,0.00
J5901658,P201,911,0024,11.10
J5901658,P201,922,0024,34.00
J5901658,P201,923,0024,71.00
J5901658,P201,936,0024,7.20
J6000230,P202,911,0024,0.10
J6000230,P205,911,0024,0.00
J5901658,P201,911,0030,10.10
J5901658,P201,922,0030,34.00
J5901658,P201,923,0030,69.00
J5901658,P201,936,0030,7.20
J6000230,P202,911,0030,0.00
J6000230,P205,911,0030,0.00
J6000230,P202,923,0030,0.00
J6000230,P202,936,0030,20.60
J5601064,P001,923,0030,1.00
J5601064,P001,936,0030,21.00
J5601064,P002,923,0030,0.00
J5601064,P002,936,0030,21.10
J5601064,P003,923,0030,0.00
J5601064,P003,936,0030,20.90
J5901658,P201,911,0036,10.60
J5901658,P201,922,0036,33.00
J5901658,P201,923,0036,71.00
J5901658,P201,936,0036,7.20
J6000230,P202,911,0036,0.10
J6000230,P205,911,0036,0.00
J6000230,P202,911,0042,0.10
J6000230,P205,911,0042,0.00
J5901658,P201,911,0042,9.70
J5901658,P201,922,0045,34.00
J5901658,P201,923,0045,71.00
J5901658,P201,936,0045,7.20
J6000230,P202,923,0045,0.00
J6000230,P202,936,0045,20.60
J6000230,P202,911,0048,0.00
J6000230,P205,911,0048,0.00
J5901658,P201,911,0048,11.30
J5901658,P201,922,0048,34.00
J5901658,P201,923,0048,70.00
J5901658,P201,936,0048,7.20
J5901658,P201,911,0054,10.70
J5901658,P201,922,0054,34.00
J5901658,P201,923,0054,72.00
J5901658,P201,936,0054,7.20
J6000230,P202,911,0054,0.00
J6000230,P205,911,0054,0.00
J5901658,P201,911,0100,10.60
J5901658,P201,922,0100,35.00
J5901658,P201,923,0100,71.00
J5901658,P201,936,0100,7.20
J6000230,P202,911,0100,0.10
J6000230,P205,911,0100,0.00
J5901658,P201,911,0106,10.90
J5901658,P201,922,0106,35.00
J5901658,P201,923,0106,73.00
J5901658,P201,936,0106,7.20
J6000230,P202,911,0106,0.00
J6000230,P205,911,0106,0.00
J5901658,P201,911,0112,10.40
J5901658,P201,922,0112,32.00
J5901658,P201,923,0112,63.00
J5901658,P201,936,0112,7.20
J6000230,P202,911,0112,0.10
J6000230,P205,911,0112,0.00
J5901658,P201,948,2200,149589.00
J5901658,P201,959,2200,54.00
J6000230,P202,948,2200,0.00
J6000230,P202,959,2200,24.00
J5601064,P001,948,2245,0.00
J5601064,P001,959,2245,31.00
J5601064,P002,948,2245,0.00
J5601064,P002,959,2245,34.00
J5601064,P003,948,2245,0.00
J5601064,P003,959,2245,45.00
J5601064,P001,923,2315,0.00
J5601064,P001,936,2315,21.00
J5601064,P002,923,2315,0.00
J5601064,P002,936,2315,21.10
J5601064,P003,923,2315,0.00
J5601064,P003,936,2315,20.90
J6000230,P202,923,2330,0.00
J6000230,P202,936,2330,20.60
J5901658,P201,911,2354,11.10
J5901658,P201,922,2354,35.00
J5901658,P201,923,2354,65.00
J5901658,P201,936,2354,7.20
J6000230,P202,911,2354,0.00
J6000230,P205,911,2354,0.00
