2017-08-15,1502726400,,,
R9702160,P001,911,0000,13.2
R9702160,P001,922,0000,30
R9702160,P001,923,0000,91
R9702160,P001,936,0000,3.8
R8400827,P001,911,0000,3.0
R9701341,P001,911,0000,4.4
R0503072,P001,911,0000,2.7
R0503072,P001,922,0000,0
R0503072,P001,923,0000,13
R0503072,P001,924,0000,6
R0503072,P001,936,0000,12.6
R0503072,P002,911,0000,4.6
R0503072,P002,922,0000,0
R0503072,P002,923,0000,13
R0503072,P002,924,0000,6
R0503072,P002,936,0000,12.8
R0503072,P003,911,0000,0
R0503072,P003,922,0000,0
R0503072,P003,923,0000,0
R0503072,P003,924,0000,0
R0503072,P003,936,0000,0
R0503072,P004,911,0000,0
R0503072,P004,922,0000,0
R0503072,P004,923,0000,0
R0503072,P004,924,0000,0
R0503072,P004,936,0000,0
R1407702,P001,911,0000,1.7
R1407702,P001,922,0000,2
R1407702,P001,923,0000,94
R1407702,P001,924,0000,9
R1407702,P001,926,0000,14
R1407702,P001,936,0000,10.5
R1407702,P002,911,0000,2.0
R1407702,P002,922,0000,3
R1407702,P002,923,0000,88
R1407702,P002,924,0000,8
R1407702,P002,926,0000,9
R1407702,P002,936,0000,7.9
D3202577,P001,911,0000,3.5
D3202577,P001,922,0000,2
D3202577,P001,923,0000,84
D3202577,P001,924,0000,12
D3202577,P001,926,0000,12
D3202577,P001,936,0000,13.0
D3202577,P001,937,0000,8.2
D3202577,P002,911,0000,3.6
D3202577,P002,922,0000,2
D3202577,P002,923,0000,89
D3202577,P002,924,0000,0
D3202577,P002,926,0000,11
D3202577,P002,936,0000,12.0
D3202577,P002,937,0000,7.6
R9702160,P001,948,0000,205944
R9702160,P001,959,0000,155
R0503072,P001,948,0000,1690421
R0503072,P001,959,0000,117
R0503072,P002,948,0000,1633661
R0503072,P002,959,0000,119
R0503072,P003,948,0000,0
R0503072,P003,959,0000,40
R0503072,P004,948,0000,0
R0503072,P004,959,0000,44
R1407702,P001,948,0000,92681
R1407702,P001,959,0000,155
R1407702,P002,948,0000,111995
R1407702,P002,959,0000,162
D3202577,P001,948,0000,58854
D3202577,P001,959,0000,130
D3202577,P002,948,0000,72910
D3202577,P002,959,0000,131
R9702160,P001,911,0006,13.1
R8400827,P001,911,0006,3.3
R9701341,P001,911,0006,4.3
R0503072,P001,911,0006,2.8
R0503072,P002,911,0006,4.6
R0503072,P003,911,0006,0
R0503072,P004,911,0006,0
R1407702,P001,911,0006,1.9
R1407702,P002,911,0006,2.0
D3202577,P001,911,0006,3.5
D3202577,P002,911,0006,3.6
R8400827,P001,911,0012,3.1
R9701341,P001,911,0012,4.4
R0503072,P001,911,0012,2.8
R0503072,P002,911,0012,4.6
R0503072,P003,911,0012,0
R0503072,P004,911,0012,0
R1407702,P001,911,0012,1.8
R1407702,P002,911,0012,2.0
D3202577,P001,911,0012,3.5
D3202577,P002,911,0012,3.6
R9702160,P001,911,0012,15.8
R0503072,P001,922,0015,0
R0503072,P001,923,0015,13
R0503072,P001,924,0015,6
R0503072,P001,936,0015,12.6
R0503072,P002,922,0015,0
