E5600056,P004,911,0000,2.6
E5600056,P006,911,0000,1.9
E5600056,P007,911,0000,3.2
E5600056,P008,911,0000,2.2
E5600056,P009,911,0000,3
E5600056,P016,911,0000,2.1
E5600056,P017,911,0000,2.7
E5600056,P018,911,0000,4.8
E5600056,P021,911,0000,2.9
E5600056,P022,911,0000,3.6
E5600056,P023,911,0000,1.4
E5600056,P024,911,0000,5.3
E5600056,P004,922,0000,15
E5600056,P004,923,0000,57
E5600056,P004,924,0000,1
E5600056,P004,936,0000,8.2
E5600056,P006,922,0000,0
E5600056,P006,923,0000,0
E5600056,P006,924,0000,0
E5600056,P006,936,0000,21
E5600056,P007,922,0000,14
E5600056,P007,923,0000,12
E5600056,P007,924,0000,1
E5600056,P007,936,0000,4.5
E5600056,P008,922,0000,0
E5600056,P008,923,0000,0
E5600056,P008,924,0000,0
E5600056,P008,936,0000,21.2
E5600056,P016,922,0000,0
E5600056,P016,923,0000,54
E5600056,P016,936,0000,16
E5600056,P017,922,0000,6
E5600056,P017,923,0000,25
E5600056,P017,924,0000,1
E5600056,P017,936,0000,4.5
E5600056,P018,922,0000,0
E5600056,P018,923,0000,0
E5600056,P018,936,0000,20.6
E5600056,P021,922,0000,0
E5600056,P021,923,0000,48
E5600056,P021,936,0000,5
E5600056,P024,922,0000,2
E5600056,P024,923,0000,24
E5600056,P024,924,0000,2
E5600056,P024,936,0000,6.6
E5600056,P034,923,0000,0
E5600056,P034,936,0000,20.2
E5600056,P004,222,0000,14
E5600056,P004,223,0000,56
E5600056,P004,224,0000,1
E5600056,P004,236,0000,8.2
E5600056,P004,248,0000,55498
E5600056,P004,259,0000,116
E5600056,P006,222,0000,0
E5600056,P006,223,0000,0
E5600056,P006,224,0000,0
E5600056,P006,236,0000,21
S1900710,P070,911,0000,6.4
S1900710,P070,923,0000,19
S1900710,P070,936,0000,8.6
S1900710,P070,922,0000,14
S1900710,P070,248,0000,176004
S1900710,P070,223,0000,19
S1900710,P070,236,0000,8.6
S1900710,P070,222,0000,14
S1900710,P070,259,0000,76
S1900710,P015,911,0000,0
S1900710,P050,911,0000,4
S1900710,P056,911,0000,4.3
S1900710,P060,911,0000,2.8
S1900710,P015,923,0000,0
S1900710,P015,936,0000,0
S1900710,P015,922,0000,0
S1900710,P050,923,0000,105
S1900710,P050,936,0000,5.5
S1900710,P050,922,0000,78
S1900710,P056,923,0000,36
S1900710,P056,936,0000,5.1
S1900710,P056,922,0000,22
S1900710,P060,923,0000,23
S1900710,P060,936,0000,5.9
S1900710,P060,922,0000,25
S1900710,P015,248,0000,0
S1900710,P015,223,0000,0
S1900710,P015,236,0000,0
S1900710,P015,222,0000,0
S1900710,P015,259,0000,0
S1900710,P050,248,0000,74088
S1900710,P050,223,0000,104
S1900710,P050,236,0000,5.5
S1900710,P050,222,0000,79
S1900710,P050,259,0000,140
S1900710,P056,248,0000,130500
S1900710,P056,223,0000,35
S1900710,P056,236,0000,5.1
S1900710,P056,222,0000,23
S1900710,P056,259,0000,121
S1900710,P060,248,0000,132804
S1900710,P060,223,0000,24
S1900710,P060,236,0000,5.5
S1900710,P060,222,0000,25
S1900710,P060,259,0000,106
S1602755,P101,911,0000,4.6
S1602755,P201,911,0000,5.2
S1602755,P301,911,0000,0
S2300438,P001,911,0000,5.1
E5601197,P002,911,0000,4.5
E5601197,P003,911,0000,4.3
E5602998,P001,911,0000,4.6
E5602998,P002,911,0000,0.7
E5602998,P003,911,0000,8.2
E5602998,P004,911,0000,2.8
S2100223,P015,911,0006,0
E5600332,P001,911,0000,3.4
E5600332,P002,911,0000,3.2
E5600332,P003,911,0000,3.5
E5600850,PC01,911,0000,1.3
E4900744,P001,911,0000,9.7
E4900744,P002,911,0000,6.8
E4900744,P023,911,0000,0
E5002890,P001,911,0000,6
E5002890,P002,911,0000,5.7
E5002890,P003,911,0000,5.3
E5600869,P001,911,0000,5.1
S1900710,P070,911,0006,5.9
S1900710,P015,911,0006,0
S1900710,P050,911,0006,4
S1900710,P056,911,0006,4.4
S1900710,P060,911,0006,2.8
S2202553,P001,911,0000,0
S2202553,P002,911,0000,1.3
S2202553,P003,911,0000,2
S1901066,P004,911,0000,5.2
S1900685,P002,911,0000,13.3
S1900685,P421,911,0000,9.6
S1900685,P411,911,0000,5.1
S1602755,P101,911,0006,4.6
S1602755,P201,911,0006,5.2
S1602755,P301,911,0006,0
E4900333,P001,911,0000,0
E4900333,P002,911,0000,0
E4900333,P003,911,0000,0
E4900333,P103,911,0000,0
E4900333,P021,911,0000,0
E4900333,P105,911,0000,0
S2300438,P001,911,0006,5
E5601197,P002,911,0006,4.5
E5601197,P003,911,0006,4.3
E5602998,P001,911,0006,4.6
E5602998,P002,911,0006,0.8
E5602998,P003,911,0006,7.7
E5602998,P004,911,0006,3
S2100223,P015,911,0012,0
S2300438,P001,922,0000,0
S2300438,P001,923,0000,37
S2300438,P001,936,0000,4.9
E5600056,P004,911,0006,2.6
E5600056,P006,911,0006,2
E5600056,P007,911,0006,3.2
E5600056,P008,911,0006,2.2
E5600056,P009,911,0006,2.8
E5600056,P016,911,0006,2.5
E5600056,P017,911,0006,2.6
E5600056,P018,911,0006,4.9
E5600056,P021,911,0006,2.9
E5600056,P022,911,0006,4
E5600056,P023,911,0006,1.4
E5600056,P024,911,0006,5.3
S2300401,P011,911,0006,12.8
S2300429,P701,911,0006,0.7
S2300429,PF01,911,0006,4.4
E5600332,P001,911,0006,4.1
E5600332,P002,911,0006,3.3
E5600332,P003,911,0006,3.4
E5600850,PC01,911,0006,1.3
E4900744,P001,911,0006,9.5
E4900744,P002,911,0006,6.7
E4900744,P023,911,0006,0
E5600056,P004,911,0012,2.6
E5600056,P006,911,0012,2
E5600056,P007,911,0012,3.1
E5600056,P008,911,0012,2.2
E5600056,P009,911,0012,2.8
E5600056,P016,911,0012,3
E5600056,P017,911,0012,2.5
E5600056,P018,911,0012,4.9
E5600056,P021,911,0012,2.9
E5600056,P022,911,0012,3.7
E5600056,P023,911,0012,1.4
E5600056,P024,911,0012,5.3
E5002890,P001,911,0006,5.9
E5002890,P002,911,0006,5.6
E5002890,P003,911,0006,5.3
E5600869,P001,911,0006,5.1
S1900710,P070,911,0012,5.9
S1900710,P015,911,0012,0
S1900710,P050,911,0012,3.9
S1900710,P056,911,0012,4.1
S1900710,P060,911,0012,2.9
S2202553,P001,911,0006,0
S2202553,P002,911,0006,1.4
S2202553,P003,911,0006,2
S1602755,P101,922,0000,2
S1602755,P201,922,0000,2
S1602755,P301,922,0000,0
S1602755,P101,923,0000,77
S1602755,P201,923,0000,75
S1602755,P301,923,0000,0
S1602755,P101,924,0000,15
S1602755,P201,924,0000,3
S1602755,P301,924,0000,0
S1602755,P101,926,0000,11
S1602755,P201,926,0000,8
S1602755,P301,926,0000,0
S1602755,P101,936,0000,9.1
S1602755,P201,936,0000,10.7
S1602755,P301,936,0000,0
S1901066,P004,911,0006,5.2
E5600850,PC01,923,0000,0
E5600850,PC01,924,0000,0.4
E5600850,PC01,936,0000,20.8
E5600850,PC01,926,0000,0
S1901066,P004,922,0000,170
S1901066,P004,923,0000,155
S1901066,P004,924,0000,0.7
S1901066,P004,936,0000,13.8
S1901066,P004,937,0000,11.4
S1900685,P002,911,0006,12.9
S1900685,P421,911,0006,9.6
S1900685,P411,911,0006,5.1
E4900744,P001,923,0000,154
E4900744,P023,923,0000,0
E4900744,P001,936,0000,12.8
E4900744,P023,936,0000,0
E5002890,P001,922,0000,2
E5002890,P002,922,0000,1
E5002890,P003,922,0000,1
E5002890,P001,923,0000,101
E5002890,P002,923,0000,0
E5002890,P003,923,0000,67
E5002890,P001,924,0000,2
E5002890,P002,924,0000,2
E5002890,P003,924,0000,3
E5002890,P001,926,0000,14
E5002890,P002,926,0000,0
E5002890,P003,926,0000,14
E5002890,P001,936,0000,11.8
E5002890,P002,936,0000,21.1
E5002890,P003,936,0000,11.1
E5602998,P001,922,0000,1
E5602998,P001,923,0000,131
E5602998,P001,924,0000,6
E5602998,P001,926,0000,17
E5602998,P001,937,0000,7.5
E5602998,P001,936,0000,11.3
E5602998,P002,922,0000,4
E5602998,P002,923,0000,37
E5602998,P002,924,0000,0
E5602998,P002,926,0000,0
E5602998,P002,937,0000,0
E5602998,P002,936,0000,19.7
E5602998,P003,922,0000,2
E5602998,P003,923,0000,10
E5602998,P003,924,0000,84
E5602998,P003,926,0000,21
E5602998,P003,937,0000,0.2
E5602998,P003,936,0000,21.4
E5602998,P004,922,0000,4
E5602998,P004,923,0000,84
E5602998,P004,924,0000,5
E5602998,P004,926,0000,14
E5602998,P004,937,0000,7.1
E5602998,P004,936,0000,9.6
E5600869,P001,922,0000,118
E5600869,P001,923,0000,109
E5600869,P001,936,0000,7.9
S1900710,P070,923,0015,19
S1900710,P070,936,0015,8.6
S1900710,P070,922,0015,14
S1900710,P015,923,0015,0
S1900710,P015,936,0015,0
S1900710,P015,922,0015,0
S1900710,P050,923,0015,106
S1900710,P050,936,0015,5.7
S1900710,P050,922,0015,79
S1900710,P056,923,0015,36
S1900710,P056,936,0015,5.2
S1900710,P056,922,0015,23
S1900710,P060,923,0015,23
S1900710,P060,936,0015,5.8
S1900710,P060,922,0015,25
S1602755,P101,911,0012,4.6
S1602755,P201,911,0012,5.2
S1602755,P301,911,0012,0
E4900333,P001,911,0006,0
E4900333,P002,911,0006,0
E4900333,P003,911,0006,0
E4900333,P103,911,0006,0
E4900333,P021,911,0006,7.8
E4900333,P105,911,0006,0
E5600850,PC01,911,0012,1.3
S2300438,P001,911,0012,5
E5600056,P004,922,0015,12
E5600056,P004,923,0015,57
E5600056,P004,924,0015,2
E5600056,P004,936,0015,8.2
E5600056,P006,922,0015,0
E5600056,P006,923,0015,0
E5600056,P006,924,0015,0
E5600056,P006,936,0015,21
E5600056,P007,922,0015,19
E5600056,P007,923,0015,13
E5600056,P007,924,0015,1
E5600056,P007,936,0015,5
E5600056,P008,922,0015,0
E5600056,P008,923,0015,0
E5600056,P008,924,0015,0
E5600056,P008,936,0015,21.2
E5600056,P016,922,0015,0
E5600056,P016,923,0015,53
E5600056,P016,936,0015,15.6
E5600056,P017,922,0015,5
E5600056,P017,923,0015,25
E5600056,P017,924,0015,0
E5600056,P017,936,0015,4.6
E5600056,P018,922,0015,0
E5600056,P018,923,0015,0
E5600056,P018,924,0015,0
E5600056,P018,936,0015,20.6
E5600056,P021,922,0015,0
E5600056,P021,923,0015,49
E5600056,P021,924,0015,0
E5600056,P021,936,0015,5
E5600056,P024,922,0015,2
E5600056,P024,923,0015,24
E5600056,P024,924,0015,2
E5600056,P024,936,0015,6.6
E5600056,P034,922,0015,0
E5600056,P034,923,0015,0
E5600056,P034,936,0015,20.2
S2202553,P001,922,0000,11
S2202553,P002,922,0000,13
S2202553,P003,922,0000,18
S2202553,P001,923,0000,28
S2202553,P002,923,0000,88
S2202553,P003,923,0000,88
S2202553,P001,924,0000,0
S2202553,P002,924,0000,3
S2202553,P003,924,0000,4
S2202553,P001,926,0000,0
S2202553,P002,926,0000,18
S2202553,P003,926,0000,26
S2202553,P001,936,0000,27.8
S2202553,P002,936,0000,11.3
S2202553,P003,936,0000,9.8
E5601197,P002,911,0012,3.9
E5601197,P003,911,0012,3.7
S2300429,P701,911,0000,0.7
S2300429,P701,922,0000,2
S2300429,P701,923,0000,0
S2300429,P701,936,0000,21
S2300429,PF01,911,0000,4.5
S2300429,PF01,922,0000,29
S2300429,PF01,923,0000,32
S2300429,PF01,936,0000,6
E5600896,P004,911,0000,18
E5600896,P005,911,0000,0
E5600896,P007,911,0000,5.6
E5600896,P008,911,0000,8
S2201109,P711,911,0006,15.4
S2201109,P731,911,0006,16.7
S2201109,P741,911,0006,0
S2201109,P751,911,0006,16.8
S1900685,P421,922,0000,16
S1900685,P421,923,0000,72
S1900685,P421,936,0000,5.9
S1900685,P411,922,0000,21
S1900685,P411,923,0000,77
S1900685,P411,936,0000,11.9
E4900744,P001,911,0012,9.4
E4900744,P002,911,0012,6.7
E4900744,P023,911,0012,0
E5602998,P001,911,0012,4.7
E5602998,P002,911,0012,0.7
E5602998,P003,911,0012,6.5
E5602998,P004,911,0012,2.9
S2100223,P015,911,0018,0
S2300401,P011,911,0012,10.2
E5600332,P001,911,0012,3.9
E5600332,P002,911,0012,3.4
E5600332,P003,911,0012,3.4
E4900333,P001,922,0000,0
E4900333,P002,922,0000,0
E4900333,P003,922,0000,0
E4900333,P103,922,0000,0
E4900333,P021,922,0000,0
E4900333,P105,922,0000,0
E4900333,P001,923,0000,0
E4900333,P002,923,0000,0
E4900333,P003,923,0000,0
E4900333,P103,923,0000,0
E4900333,P021,923,0000,0
E4900333,P105,923,0000,0
E4900333,P001,936,0000,0
E4900333,P002,936,0000,0
E4900333,P003,936,0000,0
E4900333,P103,936,0000,0
E4900333,P021,936,0000,0
E4900333,P105,936,0000,0
E5600056,P004,911,0018,2.6
E5600056,P006,911,0018,2.1
E5600056,P007,911,0018,3.1
E5600056,P008,911,0018,2.2
E5600056,P009,911,0018,3.3
E5600056,P016,911,0018,2.8
E5600056,P017,911,0018,2.5
E5600056,P018,911,0018,4.9
E5600056,P021,911,0018,3
E5600056,P022,911,0018,3.5
E5600056,P023,911,0018,1.3
E5600056,P024,911,0018,5.4
E5002890,P001,911,0012,5.9
E5002890,P002,911,0012,5.6
E5002890,P003,911,0012,5.3
E5600869,P001,911,0012,5.1
S2202553,P001,911,0012,0
S2202553,P002,911,0012,1.5
S2202553,P003,911,0012,2.1
S2300429,P701,911,0012,0.5
S2300429,PF01,911,0012,5.2
S1901066,P004,911,0012,5.2
S1900710,P070,911,0018,6.3
S1900710,P015,911,0018,0
S1900710,P050,911,0018,3.9
S1900710,P056,911,0018,4.1
S1900710,P060,911,0018,2.8
S2201109,P711,911,0012,15.4
S2201109,P731,911,0012,16.8
S2201109,P741,911,0012,0
S2201109,P751,911,0012,16.8
S1900685,P002,911,0012,13.1
S1900685,P421,911,0012,10.6
S1900685,P411,911,0012,5.2
S1602755,P101,911,0018,4.6
S1602755,P201,911,0018,5.2
S1602755,P301,911,0018,0
E4900333,P001,911,0012,0
E4900333,P002,911,0012,0
E4900333,P003,911,0012,0
E4900333,P103,911,0012,0
E4900333,P021,911,0012,7.8
E4900333,P105,911,0012,0
E5600850,PC01,911,0018,1.3
S2300438,P001,911,0018,5
E5601197,P002,911,0018,4.3
E5601197,P003,911,0018,4
E5600896,P004,911,0006,18
E5600896,P005,911,0006,0
E5600896,P007,911,0006,5.6
E5600896,P008,911,0006,8.2
E5400878,P010,911,0006,1.5
E4900744,P001,911,0018,9.8
E4900744,P002,911,0018,6.7
E4900744,P023,911,0018,0
E5602998,P001,911,0018,5
E5602998,P002,911,0018,0.7
E5602998,P003,911,0018,6.1
E5602998,P004,911,0018,2.8
S2100223,P015,911,0024,0
S2100223,P015,922,0015,0
S2100223,P015,923,0015,0
S2100223,P015,924,0015,0
S2100223,P015,936,0015,0
S2300401,P011,911,0018,10.2
E5600332,P001,911,0018,4.1
E5600332,P002,911,0018,3.4
E5600332,P003,911,0018,3.5
E5600056,P004,911,0024,2.7
E5600056,P006,911,0024,2.1
E5600056,P007,911,0024,3.1
E5600056,P008,911,0024,2.2
E5600056,P009,911,0024,3.2
E5600056,P016,911,0024,2.7
E5600056,P017,911,0024,2.5
E5600056,P018,911,0024,4.9
E5600056,P021,911,0024,2.9
E5600056,P022,911,0024,3.8
E5600056,P023,911,0024,1.3
E5600056,P024,911,0024,5.3
E5002890,P001,911,0018,5.9
E5002890,P002,911,0018,5.7
E5002890,P003,911,0018,5.3
E5600869,P001,911,0018,5.1
S2202553,P001,911,0018,0
