2016-01-22,1453392000,,,
N0702450,PG01,922,0000,30
N0702450,PG01,923,0000,238
N0702450,PG01,936,0000,6.2
N0702450,PG01,948,0000,136804
N0702450,PG01,959,0000,55
N0702450,PG01,911,0000,11.3
N0702450,PG01,922,0000,29
N0702450,PG01,923,0000,242
N0702450,PG01,936,0000,6.3
N1400562,P004,922,0000,40
N1400562,P004,923,0000,208
N1400562,P004,936,0000,6.4
N1400562,P004,948,0000,152776
N1400562,P004,959,0000,56
N1400562,P004,911,0000,8
N1400562,P004,922,0000,43
N1400562,P004,923,0000,214
N1400562,P004,936,0000,6.4
N1504207,P001,922,0000,0
N1504207,P001,923,0000,14
N1504207,P001,924,0000,0
N1504207,P001,936,0000,14
N1504207,P001,948,0000,1301214
N1504207,P001,959,0000,105
N1504207,P001,911,0000,1.5
N1504207,P001,922,0000,0
N1504207,P001,923,0000,14
N1504207,P001,924,0000,0
N1504207,P001,936,0000,14
N1505633,P001,922,0000,0
N1505633,P001,923,0000,0
N1505633,P001,924,0000,0
N1505633,P001,936,0000,0
N1505633,P001,948,0000,0
N1505633,P001,959,0000,0
N1505633,P001,911,0000,0
N1505633,P001,922,0000,0
N1505633,P001,923,0000,0
N1505633,P001,924,0000,0
N1505633,P001,936,0000,0
N1601229,P001,911,0000,4.6
N3201030,P001,922,0000,1
N3201030,P001,923,0000,91
N3201030,P001,924,0000,9
N3201030,P001,926,0000,22
N3201030,P001,936,0000,11.7
N3201030,P001,948,0000,71474
N3201030,P001,959,0000,161
N3201030,P001,911,0000,2.8
N3201030,P001,922,0000,0
N3201030,P001,923,0000,86
N3201030,P001,924,0000,9
N3201030,P001,926,0000,22
N3201030,P001,936,0000,11
N0702450,PG01,911,0006,11.2
N1400562,P004,911,0006,9.7
N1504207,P001,911,0006,1.5
N1505633,P001,911,0006,0
N1601229,P001,911,0006,4.6
N3201030,P001,911,0006,3.2
N0702450,PG01,911,0012,11.2
N1400562,P004,911,0012,8.1
N1504207,P001,911,0012,1.4
N1505633,P001,911,0012,0
N1601229,P001,911,0012,4.6
N3201030,P001,911,0012,2.8
N0702450,PG01,922,0015,28
N0702450,PG01,923,0015,241
N0702450,PG01,936,0015,6.2
N1400562,P004,922,0015,41
N1400562,P004,923,0015,212
N1400562,P004,936,0015,6.4
N1504207,P001,922,0015,0
N1504207,P001,923,0015,14
N1504207,P001,924,0015,0
N1504207,P001,936,0015,14
N1505633,P001,922,0015,0
N1505633,P001,923,0015,0
N1505633,P001,924,0015,0
N1505633,P001,936,0015,0
N3201030,P001,922,0015,0
N3201030,P001,923,0015,88
N3201030,P001,924,0015,9
N3201030,P001,926,0015,20
N3201030,P001,936,0015,11.8
N0702450,PG01,911,0018,11.2
N1400562,P004,911,0018,8.1
N1504207,P001,911,0018,1.4
N1505633,P001,911,0018,0
N1601229,P001,911,0018,4.6
N3201030,P001,911,0018,3.6
N0702450,PG01,911,0024,11.1
N1400562,P004,911,0024,9.9
N1504207,P001,911,0024,1.4
N1505633,P001,911,0024,0
N1601229,P001,911,0024,4.6
N3201030,P001,911,0024,3.3
N0702450,PG01,911,0030,11
N0702450,PG01,922,0030,31
N0702450,PG01,923,0030,235
N0702450,PG01,936,0030,6.2
N1400562,P004,911,0030,8.2
N1400562,P004,922,0030,40
N1400562,P004,923,0030,205
N1400562,P004,936,0030,6.4
N1504207,P001,911,0030,1.4
N1504207,P001,922,0030,0
N1504207,P001,923,0030,14
N1504207,P001,924,0030,0
N1504207,P001,936,0030,14
N1505633,P001,911,0030,0
N1505633,P001,922,0030,0
N1505633,P001,923,0030,0
N1505633,P001,924,0030,0
N1505633,P001,936,0030,0
N1601229,P001,911,0030,4.6
N3201030,P001,911,0030,3.2
N3201030,P001,922,0030,2
N3201030,P001,923,0030,100
N3201030,P001,924,0030,8
N3201030,P001,926,0030,26
N3201030,P001,936,0030,11.2
N0702450,PG01,911,0036,11.2
N1400562,P004,911,0036,8.9
N1504207,P001,911,0036,1.4
N1505633,P001,911,0036,0
N1601229,P001,911,0036,4.6
N3201030,P001,911,0036,3.4
N0702450,PG01,911,0042,10.9
N1400562,P004,911,0042,9.2
N1504207,P001,911,0042,1.4
N1505633,P001,911,0042,0
N1601229,P001,911,0042,4.7
N3201030,P001,911,0042,3.4
N0702450,PG01,922,0045,32
N0702450,PG01,923,0045,235
N0702450,PG01,936,0045,6.1
N1400562,P004,922,0045,35
N1400562,P004,923,0045,202
N1400562,P004,936,0045,6.5
N1504207,P001,922,0045,0
N1504207,P001,923,0045,14
N1504207,P001,924,0045,0
N1504207,P001,936,0045,14
N1505633,P001,922,0045,0
N1505633,P001,923,0045,0
N1505633,P001,924,0045,0
N1505633,P001,936,0045,0
N3201030,P001,922,0045,0
N3201030,P001,923,0045,86
N3201030,P001,924,0045,8
N3201030,P001,926,0045,25
N3201030,P001,936,0045,11.6
N0702450,PG01,911,0048,10.9
N1400562,P004,911,0048,8.8
N1504207,P001,911,0048,1.4
N1505633,P001,911,0048,0
N1601229,P001,911,0048,4.7
N3201030,P001,911,0048,3.1
N0702450,PG01,911,0054,10.9
N1400562,P004,911,0054,8.5
N1504207,P001,911,0054,1.4
N1505633,P001,911,0054,0
N1601229,P001,911,0054,4.7
N3201030,P001,911,0054,3.5
N0702450,PG01,922,0100,32
N0702450,PG01,923,0100,229
N0702450,PG01,936,0100,6.2
N0702450,PG01,948,0100,132809
N0702450,PG01,959,0100,55
N0702450,PG01,911,0100,10.7
N0702450,PG01,922,0100,32
N0702450,PG01,923,0100,229
N0702450,PG01,936,0100,6.1
N1400562,P004,922,0100,32
N1400562,P004,923,0100,203
N1400562,P004,936,0100,6.5
N1400562,P004,948,0100,152332
N1400562,P004,959,0100,56
N1400562,P004,911,0100,8.9
N1400562,P004,922,0100,33
N1400562,P004,923,0100,202
N1400562,P004,936,0100,6.5
N1504207,P001,922,0100,0
N1504207,P001,923,0100,14
N1504207,P001,924,0100,0
N1504207,P001,936,0100,14
N1504207,P001,948,0100,1270636
N1504207,P001,959,0100,104
N1504207,P001,911,0100,1.5
N1504207,P001,922,0100,0
N1504207,P001,923,0100,15
N1504207,P001,924,0100,0
N1504207,P001,936,0100,14
N1505633,P001,922,0100,0
N1505633,P001,923,0100,0
N1505633,P001,924,0100,0
N1505633,P001,936,0100,0
N1505633,P001,948,0100,0
N1505633,P001,959,0100,0
N1505633,P001,911,0100,0
N1505633,P001,922,0100,0
N1505633,P001,923,0100,0
N1505633,P001,924,0100,0
N1505633,P001,936,0100,0
N1601229,P001,911,0100,4.7
N3201030,P001,922,0100,1
N3201030,P001,923,0100,85
N3201030,P001,924,0100,10
N3201030,P001,926,0100,22
N3201030,P001,936,0100,11.5
N3201030,P001,948,0100,74004
N3201030,P001,959,0100,163
N3201030,P001,911,0100,3.2
N3201030,P001,922,0100,0
N3201030,P001,923,0100,91
N3201030,P001,924,0100,9
N3201030,P001,926,0100,18
N3201030,P001,936,0100,12.1
N0702450,PG01,911,0106,11
N1400562,P004,911,0106,10.9
N1504207,P001,911,0106,1.5
N1505633,P001,911,0106,0
N1601229,P001,911,0106,4.7
N3201030,P001,911,0106,3.5
N0702450,PG01,911,0112,10.8
N1400562,P004,911,0112,8.9
N1504207,P001,911,0112,1.5
N1505633,P001,911,0112,0
N1601229,P001,911,0112,4.7
N3201030,P001,911,0112,3.3
N0702450,PG01,922,0115,32
N0702450,PG01,923,0115,225
N0702450,PG01,936,0115,6.1
N1400562,P004,922,0115,31
N1400562,P004,923,0115,203
N1400562,P004,936,0115,6.6
N1504207,P001,922,0115,0
N1504207,P001,923,0115,15
N1504207,P001,924,0115,0
N1504207,P001,936,0115,14
N1505633,P001,922,0115,0
N1505633,P001,923,0115,0
N1505633,P001,924,0115,0
N1505633,P001,936,0115,0
N3201030,P001,922,0115,0
N3201030,P001,923,0115,82
N3201030,P001,924,0115,10
N3201030,P001,926,0115,18
N3201030,P001,936,0115,11.5
N0702450,PG01,911,0118,10.7
N1400562,P004,911,0118,8.6
N1504207,P001,911,0118,1.5
N1505633,P001,911,0118,0
N1601229,P001,911,0118,4.6
N3201030,P001,911,0118,3
N0702450,PG01,911,0124,10.6
N1400562,P004,911,0124,11.2
N1504207,P001,911,0124,1.5
N1505633,P001,911,0124,0
N1601229,P001,911,0124,4.5
N3201030,P001,911,0124,3.1
N0702450,PG01,911,0130,10.8
N0702450,PG01,922,0130,32
N0702450,PG01,923,0130,228
N0702450,PG01,936,0130,6.2
N1400562,P004,911,0130,8.5
N1400562,P004,922,0130,32
N1400562,P004,923,0130,205
N1400562,P004,936,0130,6.6
N1504207,P001,911,0130,1.5
N1504207,P001,922,0130,0
N1504207,P001,923,0130,14
N1504207,P001,924,0130,0
N1504207,P001,936,0130,14
N1505633,P001,911,0130,0
N1505633,P001,922,0130,0
N1505633,P001,923,0130,0
N1505633,P001,924,0130,0
N1505633,P001,936,0130,0
N1601229,P001,911,0130,4.6
N3201030,P001,911,0130,2.9
N3201030,P001,922,0130,1
N3201030,P001,923,0130,78
N3201030,P001,924,0130,11
N3201030,P001,926,0130,23
N3201030,P001,936,0130,11.9
N0702450,PG01,911,0136,10.6
N1400562,P004,911,0136,8.4
N1504207,P001,911,0136,1.5
N1505633,P001,911,0136,0
N1601229,P001,911,0136,4.7
N3201030,P001,911,0136,2.8
N0702450,PG01,911,0142,10.9
N1400562,P004,911,0142,10.8
N1504207,P001,911,0142,1.5
N1505633,P001,911,0142,0
N1601229,P001,911,0142,4.7
N3201030,P001,911,0142,3.2
N0702450,PG01,922,0145,33
N0702450,PG01,923,0145,233
N0702450,PG01,936,0145,6.2
