2016-12-27,1482768000,,,
G3200849,P201,911,0000,3.40
G3200849,P203,911,0000,3.90
G3200849,P301,911,0000,5.50
G3200849,P304,911,0000,5.60
G4100017,P002,911,0000,12.70
G4100017,P004,911,0000,0.00
G3700791,P105,911,0000,13.30
G3700791,P105,922,0000,4.00
G3700791,P105,923,0000,38.00
G3700791,P105,936,0000,5.10
G3700791,P115,911,0000,9.90
G3700791,P115,922,0000,0.00
G3700791,P115,923,0000,0.00
G3700791,P115,936,0000,19.60
G37A0585,P002,911,0000,13.60
G37A0585,P002,923,0000,336.00
G37A0585,P002,936,0000,8.80
G37A0585,P007,911,0000,4.30
G32A0540,P001,911,0000,1.30
G3801239,P001,911,0000,1.90
G3801239,P002,911,0000,2.10
G3200849,P201,911,0006,3.50
G3200849,P203,911,0006,3.90
G3200849,P301,911,0006,5.40
G3200849,P304,911,0006,5.80
G4100017,P002,911,0006,14.40
G4100017,P004,911,0006,0.00
G3700791,P105,911,0006,13.10
G3700791,P115,911,0006,9.90
G37A0585,P002,911,0006,13.00
G37A0585,P007,911,0006,4.40
G3801239,P001,911,0006,1.80
G3801239,P002,911,0006,2.10
