2016-07-08,1467907200,,,
H4702336,P001,911,0000,9.00
H4307715,P001,911,0000,1.40
H4307715,P001,922,0000,5.00
H4307715,P001,923,0000,88.00
H4307715,P001,924,0000,4.00
H4307715,P002,911,0000,1.30
H4307715,P002,922,0000,1.00
H4307715,P002,923,0000,114.00
H4307715,P002,924,0000,3.00
H53A0675,P001,911,0000,0.00
H4604568,P001,923,0000,25.00
H4604568,P002,923,0000,5.00
H4604568,P003,923,0000,5.00
H4604568,P004,923,0000,5.00
H4810851,P101,911,0000,12.60
H4810851,P201,911,0000,14.90
H5200215,P002,911,0000,11.50
H4601227,PG01,911,0000,12.10
H4601398,P451,911,0000,8.90
H4601398,P501,911,0000,14.70
H5307960,P001,911,0000,2.60
H5307960,P002,911,0000,2.40
H5307960,P003,911,0000,0.80
H5307960,P004,911,0000,1.10
H5307960,P005,911,0000,1.80
H5307960,P006,911,0000,2.80
H51A1495,A001,959,0000,34.00
H4702336,P001,922,0000,18.00
H4702336,P001,923,0000,75.00
H53A0675,P001,924,0000,0.00
H4810851,P101,922,0000,12.00
H4810851,P101,923,0000,36.00
H4810851,P101,924,0000,0.00
H4810851,P201,922,0000,15.00
H4810851,P201,923,0000,34.00
H4810851,P201,924,0000,293.00
H5200215,P002,922,0000,68.00
H5200215,P002,923,0000,67.00
H4601227,PG01,922,0000,33.00
H4601227,PG01,923,0000,72.00
H4601398,P451,922,0000,19.00
H4601398,P451,923,0000,28.00
H4601398,P501,922,0000,39.00
H4601398,P501,923,0000,83.00
H5307960,P001,922,0000,0.00
H5307960,P001,923,0000,16.00
H5307960,P002,922,0000,0.00
H5307960,P002,923,0000,15.00
H5307960,P003,923,0000,10.00
H51A1495,A001,959,0005,34.00
H4307715,P001,911,0006,1.40
H4307715,P002,911,0006,1.30
H4810851,P101,911,0006,12.60
H4810851,P201,911,0006,16.00
H4601227,PG01,911,0006,12.10
H4601398,P451,911,0006,10.60
H4601398,P501,911,0006,15.20
H4702336,P001,911,0006,9.00
H53A0675,P001,911,0006,0.00
H4810799,P001,911,0006,0.00
H4810799,P002,911,0006,0.00
H5200215,P002,911,0006,12.30
H5307960,P001,911,0006,2.70
H5307960,P002,911,0006,2.40
H5307960,P003,911,0006,0.80
H5307960,P004,911,0006,1.10
H51A1495,A001,959,0010,34.00
H4702336,P001,911,0012,9.00
H4307715,P001,911,0012,1.50
H4307715,P002,911,0012,1.30
H53A0675,P001,911,0012,0.00
H4810851,P101,911,0012,12.70
H4810851,P201,911,0012,15.00
