2016-08-26,1472140800,,,
H4702336,P001,911,0000,9.60
H4307715,P001,911,0000,1.40
H4307715,P001,922,0000,3.00
H4307715,P001,923,0000,90.00
H4307715,P001,924,0000,2.00
H4307715,P002,911,0000,1.20
H4307715,P002,922,0000,6.00
H4307715,P002,923,0000,109.00
H4307715,P002,924,0000,5.00
H53A0675,P001,911,0000,2.90
H4604568,P001,923,0000,7.00
H4604568,P002,923,0000,4.00
H4604568,P003,923,0000,5.00
H4604568,P004,923,0000,5.00
H4810851,P101,911,0000,12.00
H4810851,P201,911,0000,11.00
H5200215,P002,911,0000,11.60
H4601227,PG01,911,0000,12.90
H4601398,P451,911,0000,8.90
H4601398,P501,911,0000,9.30
H5307960,P001,911,0000,1.50
H5307960,P002,911,0000,2.00
H5307960,P003,911,0000,0.30
H5307960,P004,911,0000,1.00
H5307960,P005,911,0000,1.70
H5307960,P006,911,0000,0.50
H4702336,P001,922,0000,38.00
H4702336,P001,923,0000,73.00
H53A0675,P001,924,0000,512.00
H4810851,P101,922,0000,15.00
H4810851,P101,923,0000,36.00
H4810851,P201,922,0000,10.00
H4810851,P201,923,0000,41.00
H5200215,P002,922,0000,57.00
H5200215,P002,923,0000,67.00
H4601227,PG01,922,0000,33.00
H4601227,PG01,923,0000,50.00
H4601398,P451,922,0000,17.00
H4601398,P451,923,0000,22.00
H4601398,P501,922,0000,18.00
H4601398,P501,923,0000,89.00
H5307960,P001,922,0000,0.00
H5307960,P001,923,0000,17.00
H5307960,P002,922,0000,0.00
H5307960,P002,923,0000,15.00
H5307960,P003,923,0000,13.00
H4307715,P001,911,0006,1.40
H4307715,P002,911,0006,1.30
H4810851,P101,911,0006,12.00
H4810851,P201,911,0006,11.80
H4601227,PG01,911,0006,13.00
H4601398,P451,911,0006,10.30
H4601398,P501,911,0006,10.80
H4702336,P001,911,0006,9.70
H53A0675,P001,911,0006,3.00
H4810799,P001,911,0006,0.60
H4810799,P002,911,0006,0.00
H5200215,P002,911,0006,11.60
H5307960,P001,911,0006,1.50
H5307960,P002,911,0006,2.00
H5307960,P003,911,0006,0.40
H4702336,P001,911,0012,9.60
H4307715,P001,911,0012,1.50
H4307715,P002,911,0012,1.30
H53A0675,P001,911,0012,2.60
H4810851,P101,911,0012,12.00
H4810851,P201,911,0012,10.50
H4810799,P001,911,0012,0.60
H4810799,P002,911,0012,0.00
H5200215,P002,911,0012,11.50
H4601227,PG01,911,0012,13.00
H4601398,P451,911,0012,8.90
H4601398,P501,911,0012,9.50
H5307960,P001,911,0012,1.50
H5307960,P002,911,0012,2.00
H5307960,P003,911,0012,0.40
H4307715,P001,922,0015,2.00
H4307715,P001,923,0015,101.00
H4307715,P001,924,0015,1.00
H4307715,P002,922,0015,6.00
H4307715,P002,923,0015,113.00
H4307715,P002,924,0015,6.00
H4604568,P001,923,0015,7.00
H4604568,P002,923,0015,5.00
H4604568,P003,923,0015,5.00
H4604568,P004,923,0015,5.00
H4702336,P001,922,0015,28.00
H4702336,P001,923,0015,72.00
H53A0675,P001,924,0015,99.00
H4601398,P451,922,0015,17.00
H4601398,P451,923,0015,24.00
H4601398,P501,922,0015,34.00
H4601398,P501,923,0015,90.00
H5307960,P001,922,0015,0.00
H5307960,P001,923,0015,16.00
H5307960,P002,922,0015,0.00
H5307960,P002,923,0015,15.00
H5307960,P003,923,0015,13.00
H4702336,P001,911,0018,9.70
H4307715,P001,911,0018,1.40
H4307715,P002,911,0018,1.30
H4810851,P101,911,0018,12.00
H4810851,P201,911,0018,11.30
H4601227,PG01,911,0018,13.10
H4601398,P451,911,0018,6.50
H4601398,P501,911,0018,9.20
H53A0675,P001,911,0018,2.50
H5307960,P001,911,0018,1.50
H5307960,P002,911,0018,2.00
H5307960,P003,911,0018,0.30
H4702336,P001,911,0024,9.80
H4307715,P001,911,0024,1.40
H4307715,P002,911,0024,1.30
H53A0675,P001,911,0024,2.60
H4601398,P451,911,0024,8.70
H4601398,P501,911,0024,9.20
H5307960,P001,911,0024,1.50
H5307960,P002,911,0024,2.00
H5307960,P003,911,0024,0.40
H4702336,P001,911,0030,9.60
H4307715,P001,911,0030,1.40
H4307715,P001,922,0030,4.00
H4307715,P001,923,0030,104.00
H4307715,P001,924,0030,2.00
H4307715,P002,911,0030,1.30
H4307715,P002,922,0030,7.00
H4307715,P002,923,0030,104.00
H4307715,P002,924,0030,5.00
H53A0675,P001,911,0030,2.50
H4601398,P451,911,0030,5.80
H4601398,P501,911,0030,10.90
H5307960,P001,911,0030,1.50
H5307960,P002,911,0030,2.00
H5307960,P003,911,0030,0.30
H4307715,P001,911,0036,1.50
H4307715,P002,911,0036,1.30
H4601398,P451,911,0036,7.30
H4601398,P501,911,0036,9.50
H4702336,P001,911,0100,9.90
H4307715,P001,911,0100,1.50
H4307715,P001,922,0100,1.00
H4307715,P001,923,0100,95.00
H4307715,P001,924,0100,1.00
H4307715,P002,911,0100,1.30
H4307715,P002,922,0100,5.00
H4307715,P002,923,0100,110.00
H4307715,P002,924,0100,5.00
H53A0675,P001,911,0100,2.30
H4604568,P001,923,0100,0.00
H4604568,P002,923,0100,0.00
H4604568,P003,923,0100,5.00
H4604568,P004,923,0100,5.00
H4810851,P101,911,0100,11.90
H4810851,P201,911,0100,11.30
H5200215,P002,911,0100,11.80
H4601227,PG01,911,0100,13.10
H4601398,P451,911,0100,6.80
H4601398,P501,911,0100,9.40
