2016-06-04,1464969600,,,
N0702450,PG01,922,0000,26
N0702450,PG01,923,0000,226
N0702450,PG01,936,0000,5.8
N0702450,PG01,948,0000,150046
N0702450,PG01,959,0000,57
N0702450,PG01,911,0000,9.3
N1400562,P004,922,0000,16
N1400562,P004,923,0000,191
N1400562,P004,936,0000,6
N1400562,P004,948,0000,149956
N1400562,P004,959,0000,58
N1400562,P004,911,0000,3.7
N1504207,P001,922,0000,0
N1504207,P001,923,0000,12
N1504207,P001,924,0000,5
N1504207,P001,936,0000,13.3
N1504207,P001,948,0000,1450118
N1504207,P001,959,0000,109
N1504207,P001,911,0000,1
N1505633,P001,922,0000,1
N1505633,P001,923,0000,13
N1505633,P001,924,0000,1
N1505633,P001,936,0000,13.2
N1505633,P001,948,0000,1445324
N1505633,P001,959,0000,108
N1505633,P001,911,0000,1.2
N1601229,P001,911,0000,6.4
N0702450,PG01,911,0006,9.3
N1400562,P004,911,0006,3.9
N1504207,P001,911,0006,1
N1505633,P001,911,0006,1.2
N1601229,P001,911,0006,6.4
N0702450,PG01,911,0012,9.3
N1400562,P004,911,0012,7.3
N1504207,P001,911,0012,1.1
N1505633,P001,911,0012,1.3
N1601229,P001,911,0012,6.4
N0702450,PG01,922,0015,26
N0702450,PG01,923,0015,218
N0702450,PG01,936,0015,5.6
N1400562,P004,922,0015,18
N1400562,P004,923,0015,189
N1400562,P004,936,0015,6
N1504207,P001,922,0015,0
N1504207,P001,923,0015,12
N1504207,P001,924,0015,5
N1504207,P001,936,0015,13.3
N1505633,P001,922,0015,1
N1505633,P001,923,0015,14
N1505633,P001,924,0015,0.9
N1505633,P001,936,0015,13.2
N0702450,PG01,911,0018,9.2
N1400562,P004,911,0018,3.8
N1504207,P001,911,0018,1.1
N1505633,P001,911,0018,1.2
N1601229,P001,911,0018,6.5
N0702450,PG01,911,0024,9.2
N1400562,P004,911,0024,3.5
N1504207,P001,911,0024,1
N1505633,P001,911,0024,1.3
N1601229,P001,911,0024,6.7
N0702450,PG01,911,0030,9.3
N0702450,PG01,922,0030,27
N0702450,PG01,923,0030,216
N0702450,PG01,936,0030,5.7
N1400562,P004,911,0030,3.9
N1400562,P004,922,0030,15
N1400562,P004,923,0030,192
N1400562,P004,936,0030,6.1
N1504207,P001,911,0030,1
N1504207,P001,922,0030,0
N1504207,P001,923,0030,13
N1504207,P001,924,0030,5
N1504207,P001,936,0030,13.1
N1505633,P001,911,0030,1.3
N1505633,P001,922,0030,1
